model,dataset,fpr,tpr,threshold
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.11963365769891242,0.32210834553440704,0.481855213458815
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.12077847738981111,0.32210834553440704,0.4810681373987147
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.12192329708070979,0.32210834553440704,0.481059998717586
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.12249570692615913,0.32210834553440704,0.4810216122014589
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.12249570692615913,0.32503660322108346,0.4806852496633573
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.12249570692615913,0.32650073206442165,0.4803679691209369
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.12421293646250715,0.3279648609077599,0.4803167051901387
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.1247853463079565,0.3279648609077599,0.4802778165843901
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.1247853463079565,0.3294289897510981,0.4802730175974406
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.12707498568975387,0.3294289897510981,0.4796618258358068
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.12821980538065256,0.3294289897510981,0.4793016885736355
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.12821980538065256,0.3308931185944363,0.4785661802448148
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.1287922152261019,0.3308931185944363,0.4781684454483612
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.1287922152261019,0.3323572474377745,0.4779752603251346
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.12936462507155122,0.3323572474377745,0.4778049046320157
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.13108185460789926,0.3323572474377745,0.4773737094636752
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.1316542644533486,0.3323572474377745,0.4771831139900782
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.1316542644533486,0.33528550512445093,0.4766765978479302
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.1327990841442473,0.33528550512445093,0.4756165241624477
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.1327990841442473,0.3367496339677892,0.4755226405079112
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.14195764167143674,0.34699853587115664,0.4754217887467218
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.14253005151688608,0.3484626647144949,0.4744594435320632
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.14253005151688608,0.34992679355783307,0.4744076733203081
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.14424728105323412,0.34992679355783307,0.4726515320057538
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.14424728105323412,0.3528550512445095,0.4720877527425554
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.1453921007441328,0.3528550512445095,0.4709913981567673
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.14710933028048082,0.3528550512445095,0.4707301878993861
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.14768174012593016,0.35431918008784774,0.470726120141638
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.1482541499713795,0.35431918008784774,0.4705875151979428
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.1482541499713795,0.3557833089311859,0.4700411592523392
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.14882655981682885,0.3557833089311859,0.4697171190798032
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.14882655981682885,0.35724743777452417,0.4697130523071451
