model,dataset,precision,recall,threshold
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29542425588627275,0.9736456808199122,0.1957843816142133
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29595015576323985,0.9736456808199122,0.1967419164641418
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2960819234194123,0.9736456808199122,0.1967457115273842
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2962138084632517,0.9736456808199122,0.1968850517711652
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2963458110516934,0.9736456808199122,0.1970000641352657
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2964779313419527,0.9736456808199122,0.197027108451875
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2966101694915254,0.9736456808199122,0.197389192507315
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2967425256581883,0.9736456808199122,0.1977439933395064
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.296875,0.9736456808199122,0.1978014239976205
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29700759267530147,0.9736456808199122,0.1979554804670462
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2971403038427167,0.9736456808199122,0.198053626533519
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2972731336611533,0.9736456808199122,0.1986404577835377
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29695885509839,0.972181551976574,0.198641371350881
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2970917225950783,0.972181551976574,0.1988638926576258
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29815895823978444,0.972181551976574,0.1989035330792538
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29842696629213483,0.972181551976574,0.2001511119193622
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29856115107913667,0.972181551976574,0.2004876529905475
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2988298829882988,0.972181551976574,0.2042773642142817
